object			
volume	61157	Bégin	1823
entry	Ampoule	0	
orth	Ampoule		
entry	Amputation	1	
orth	Amputation		
pb	36	0046	
entry	Amputer	0	
orth	Amputer		
entry	Amulette	0	
orth	Amulette		
entry	Amyché	0	
orth	Amyché		
entry	Amyctique	0	
orth	Amyctique		
entry	Amygdale	0	
orth	Amygdale		
entry	Amygdalin	0	
orth	Amygdalin		
entry	Amygdalite	0	
orth	Amygdalite		
entry	Amylacé	0	
orth	Amylacé		
entry	Anabase	0	
orth	Anabase		
entry	Anabole	0	
orth	Anabole		
entry	Anabrochisme	0	
orth	Anabrochisme		
entry	Anabrose	0	
orth	Anabrose		
entry	Anacarde	0	
orth	Anacarde		
entry	Anacatharsie	0	
orth	Anacatharsie		
entry	Anacathartique	0	
orth	Anacathartique		
entry	Anachrempsie	0	
orth	Anachrempsie		
entry	Anacinème	0	
orth	Anacinème		
entry	Anaclintére	0	
orth	Anaclintére		
entry	Anaclisie	0	
orth	Anaclisie		
entry	Anacollème	0	
orth	Anacollème		
entry	Anaconchylisme	0	
orth	Anaconchylisme		
entry	Anactésie	0	
orth	Anactésie		
entry	Anadiplose	0	
orth	Anadiplose		
entry	Anadose	0	
orth	Anadose		
entry	Anadrome	0	
orth	Anadrome		
entry	Anæmie	0	
orth	Anæmie		
entry	Anæsthésie	0	
orth	Anæsthésie		
entry	Anagoge	1	
orth	Anagoge		
pb	37	0047	
entry	Anagraphe	0	
orth	Anagraphe		
entry	Anagyre	0	
orth	Anagyre		
entry	Anaisthésie	0	
orth	Anaisthésie		
entry	Analepsie	0	
orth	Analepsie		
entry	Analeptique	0	
orth	Analeptique		
entry	Analgésie	0	
orth	Analgésie		
entry	Analogie	0	
orth	Analogie		
entry	Analogisme	0	
orth	Analogisme		
entry	Analose	0	
orth	Analose		
entry	Analyse	0	
orth	Analyse		
entry	Analytique	0	
orth	Analytique		
entry	Anamnésie	0	
orth	Anamnésie		
entry	Anamnestique	0	
orth	Anamnestique		
entry	Anandraire	0	
orth	Anandraire		
entry	Anapétie	0	
orth	Anapétie		
entry	Anaphlase	0	
orth	Anaphlase		
entry	Anaphonèse	0	
orth	Anaphonèse		
entry	Anaphore	0	
orth	Anaphore		
entry	Anaphorique	0	
orth	Anaphorique		
entry	Anaphrodisie	0	
orth	Anaphrodisie		
entry	Anaphrodite	0	
orth	Anaphrodite		
entry	Anaplase	0	
orth	Anaplase		
entry	Anaplérose	1	
orth	Anaplérose		
pb	38	0048	
entry	Anaplérotique	0	
orth	Anaplérotique		
entry	Anarrhée	0	
orth	Anarrhée		
entry	Anarrhégnyme	0	
orth	Anarrhégnyme		
entry	Anarrhopie	0	
orth	Anarrhopie		
entry	Anasarque	0	
orth	Anasarque		
entry	Anaspase	0	
orth	Anaspase		
entry	Anastæcheiose	0	
orth	Anastæcheiose		
entry	Anastaltique	0	
orth	Anastaltique		
entry	Anastase	0	
orth	Anastase		
entry	Anastomose	0	
orth	Anastomose		
entry	Anastomotique	0	
orth	Anastomotique		
entry	Anastrophie	0	
orth	Anastrophie		
entry	Anatomie	0	
orth	Anatomie		
entry	Anatomique	0	
orth	Anatomique		
entry	Anatomiser	0	
orth	Anatomiser		
entry	Anatomiste	0	
orth	Anatomiste		
entry	Anatrésie	0	
orth	Anatrésie		
entry	Ânatribe	0	
orth	Ânatribe		
entry	Anatripsie	0	
orth	Anatripsie		
entry	Anatripsologie	0	
orth	Anatripsologie		
entry	Anatrope	0	
orth	Anatrope		
entry	Anaudie	0	
orth	Anaudie		
entry	Anchilops	0	
orth	Anchilops		
entry	Anchois	0	
orth	Anchois		
entry	Ancipité	1	
orth	Ancipité		
pb	39	0049	
entry	Ancistroïde	0	
orth	Ancistroïde		
entry	Ancolie	0	
orth	Ancolie		
entry	Anconé	0	
orth	Anconé		
entry	Anctériasme	0	
orth	Anctériasme		
entry	Ancyloblépharon	0	
orth	Ancyloblépharon		
entry	Âncylomèle	0	
orth	Âncylomèle		
entry	Ancylomérisme	0	
orth	Ancylomérisme		
entry	Ancylose	0	
orth	Ancylose		
entry	Ancylotome	0	
orth	Ancylotome		
entry	Ancyroïde	0	
orth	Ancyroïde		
entry	Ancyromèle	0	
orth	Ancyromèle		
entry	Andely	0	
orth	Andely		
entry	Andranatomie	0	
orth	Andranatomie		
entry	Androgynaire	0	
orth	Androgynaire		
entry	Androgyne	0	
orth	Androgyne		
entry	Andromanie	0	
orth	Andromanie		
entry	Andronie	0	
orth	Andronie		
entry	Andropétalaire	0	
orth	Andropétalaire		
entry	Androphobie	0	
orth	Androphobie		
entry	Androphore	0	
orth	Androphore		
entry	Androtomie	0	
orth	Androtomie		
entry	Andrum	0	
orth	Andrum		
entry	Âne	0	
orth	Âne		
entry	Anéantissement	0	
orth	Anéantissement		
entry	Anêbe	0	
orth	Anêbe		
entry	Aneilème, Aneilèse	0	
orth	Aneilème		
orth	Aneilèse		
entry	Anelage	0	
orth	Anelage		
entry	Anélectrique	0	
orth	Anélectrique		
entry	Anémasie, Anémosie	0	
orth	Anémasie		
orth	Anémosie		
entry	Anémie	1	
orth	Anémie		
pb	40	0050	
entry	Anémographie	0	
orth	Anémographie		
entry	Anémomètre	0	
orth	Anémomètre		
entry	Anémométrie	0	
orth	Anémométrie		
entry	Anémométrographie	0	
orth	Anémométrographie		
entry	Anémone	0	
orth	Anémone		
entry	Anémonine	0	
orth	Anémonine		
entry	Anémoscope	0	
orth	Anémoscope		
entry	Anépithymie	0	
orth	Anépithymie		
entry	Anéréthisie	0	
orth	Anéréthisie		
entry	Anésie	0	
orth	Anésie		
entry	Anesthésie	0	
orth	Anesthésie		
entry	Aneth	0	
orth	Aneth		
entry	Anètique	0	
orth	Anètique		
entry	Aneurysmal	0	
orth	Aneurysmal		
entry	Aneurysme	0	
orth	Aneurysme		
entry	Anévrismal	0	
orth	Anévrismal		
entry	Anévrismatique	0	
orth	Anévrismatique		
entry	Anévrismatose	0	
orth	Anévrismatose		
entry	Anévrysmal	0	
orth	Anévrysmal		
entry	Anévrysmatique	0	
orth	Anévrysmatique		
entry	Anévrysme	1	
orth	Anévrysme		
pb	41	0051	
entry	Anfractuosité	0	
orth	Anfractuosité		
entry	Angéiographie, Angiographie	0	
orth	Angéiographie		
orth	Angiographie		
entry	Angéiohydrographie, Angiohydrographie	0	
orth	Angéiohydrographie		
orth	Angiohydrographie		
entry	Angéiohydrologiæ, Angiohydrologie	0	
orth	Angéiohydrologiæ		
orth	Angiohydrologie		
entry	Angéiohydrotomie, Angiohydrotomie	0	
orth	Angéiohydrotomie		
orth	Angiohydrotomie		
entry	Angéiologie, Angiologie	0	
orth	Angéiologie		
orth	Angiologie		
entry	Angéiorrhagie, Angiorrhagie	0	
orth	Angéiorrhagie		
orth	Angiorrhagie		
entry	Angéiorrhée, Angiorhée	0	
orth	Angéiorrhée		
orth	Angiorhée		
entry	Angéiotomie, Angiotomie	0	
orth	Angéiotomie		
orth	Angiotomie		
entry	Angélique	1	
orth	Angélique		
pb	42	0052	
entry	Angiectasie	0	
orth	Angiectasie		
entry	Angine	0	
orth	Angine		
entry	Angineux	0	
orth	Angineux		
entry	Angiocarpe	0	
orth	Angiocarpe		
entry	Angiopyre	0	
orth	Angiopyre		
entry	Angiopyrie	0	
orth	Angiopyrie		
entry	Angiorrhagie	0	
orth	Angiorrhagie		
entry	Angiorrhée	0	
orth	Angiorrhée		
entry	Angiose	0	
orth	Angiose		
entry	Angiosperme	0	
orth	Angiosperme		
entry	Angiospermie	0	
orth	Angiospermie		
entry	Angioténique	0	
orth	Angioténique		
entry	Anglaiser	0	
orth	Anglaiser		
entry	Angle	0	
orth	Angle		
entry	Angoisse	0	
orth	Angoisse		
entry	Angone	1	
orth	Angone		
pb	43	0053	
entry	Anguille	0	
orth	Anguille		
entry	Anguille de mer	0	
orth	Anguille de mer		
entry	Anguille	0	
orth	Anguille		
entry	Anguille de haie	0	
orth	Anguille de haie		
entry	Angulaire	0	
orth	Angulaire		
entry	Angustation	0	
orth	Angustation		
entry	Angustie	0	
orth	Angustie		
entry	Angusture	0	
orth	Angusture		
entry	Anhalt-schaumbourg	0	
orth	Anhalt-schaumbourg		
entry	Anhaphie	0	
orth	Anhaphie		
entry	Anhélation	0	
orth	Anhélation		
entry	Anhéleux	0	
orth	Anhéleux		
entry	Anhydre	0	
orth	Anhydre		
entry	Anidrose	0	
orth	Anidrose		
entry	Animal	0	
orth	Animal		
entry	Animalcule	0	
orth	Animalcule		
entry	Animalculisme	0	
orth	Animalculisme		
entry	Animalculiste	0	
orth	Animalculiste		
entry	Animalisation	0	
orth	Animalisation		
entry	Animalité	0	
orth	Animalité		
entry	Animation	0	
orth	Animation		
entry	Animé	1	
orth	Animé		
pb	44	0054	
entry	Animer	0	
orth	Animer		
entry	Animisme	0	
orth	Animisme		
entry	Animiste	0	
orth	Animiste		
entry	Anis	0	
orth	Anis		
entry	Anisotaque	0	
orth	Anisotaque		
entry	Ankyloblépharon	0	
orth	Ankyloblépharon		
entry	Ankyloglosse	0	
orth	Ankyloglosse		
entry	Ankylomèle	0	
orth	Ankylomèle		
entry	Ankylomérisme	0	
orth	Ankylomérisme		
entry	Ankylops	0	
orth	Ankylops		
entry	Ankylose	0	
orth	Ankylose		
entry	Ankylotome	0	
orth	Ankylotome		
entry	Annaberg	0	
orth	Annaberg		
entry	Anneau	0	
orth	Anneau		
entry	Anneler	0	
orth	Anneler		
entry	Annelides	0	
orth	Annelides		
entry	Annexe	0	
orth	Annexe		
entry	Annuel	0	
orth	Annuel		
entry	Annulaire	0	
orth	Annulaire		
entry	Annuler	0	
orth	Annuler		
entry	Anodyn	1	
orth	Anodyn		
pb	45	0055	
entry	Anodynie	0	
orth	Anodynie		
entry	Anoie	0	
orth	Anoie		
entry	Anomal	0	
orth	Anomal		
entry	Anomalacie	0	
orth	Anomalacie		
entry	Anomalie	0	
orth	Anomalie		
entry	Anomocéphale	0	
orth	Anomocéphale		
entry	Anomphale	0	
orth	Anomphale		
entry	Anones, Anonacées	0	
orth	Anones		
orth	Anonacées		
entry	Anorchide	0	
orth	Anorchide		
entry	Anorexie	0	
orth	Anorexie		
entry	Anorganogésie	0	
orth	Anorganogésie		
entry	Anorganographie	0	
orth	Anorganographie		
entry	Ànorganologie	0	
orth	Ànorganologie		
entry	Anormal	0	
orth	Anormal		
entry	Anormalie	0	
orth	Anormalie		
entry	Anosie	0	
orth	Anosie		
entry	Anosmie	0	
orth	Anosmie		
entry	Anosphrésie	0	
orth	Anosphrésie		
entry	Ânse	0	
orth	Ânse		
entry	Anserine	1	
orth	Anserine		
pb	46	0056	
entry	Anserine	0	
orth	Anserine		
entry	Antacide	0	
orth	Antacide		
entry	Antagoniste	0	
orth	Antagoniste		
entry	Antalgique	0	
orth	Antalgique		
entry	Antaphrodisiaque	0	
orth	Antaphrodisiaque		
entry	Antaphroditique	0	
orth	Antaphroditique		
entry	Antapodose	0	
orth	Antapodose		
entry	Antapoplectique	0	
orth	Antapoplectique		
entry	Antarthritique	0	
orth	Antarthritique		
entry	Antasthmatique	0	
orth	Antasthmatique		
entry	Antatrophique	0	
orth	Antatrophique		
entry	Antémédiaire	0	
orth	Antémédiaire		
entry	Antémétique	0	
orth	Antémétique		
entry	Antéphialtique	0	
orth	Antéphialtique		
entry	Anténéasme	0	
orth	Anténéasme		
entry	Antèversion	0	
orth	Antèversion		
entry	Anthectique	0	
orth	Anthectique		
entry	Anthélix	0	
orth	Anthélix		
entry	Anthelmintique	0	
orth	Anthelmintique		
entry	Anthémorrhagique	0	
orth	Anthémorrhagique		
entry	Anthéral	0	
orth	Anthéral		
entry	Anthère	0	
orth	Anthère		
entry	Anthérogène	0	
orth	Anthérogène		
entry	Anthère	0	
orth	Anthère		
entry	Anthologie	1	
orth	Anthologie		
pb	47	0057	
entry	Anthophore	0	
orth	Anthophore		
entry	Anthore	0	
orth	Anthore		
entry	Anthracite	0	
orth	Anthracite		
entry	Anthracode	0	
orth	Anthracode		
entry	Anthracomètre	0	
orth	Anthracomètre		
entry	Anthracose	0	
orth	Anthracose		
entry	Ànthrax	0	
orth	Ànthrax		
entry	Anthropiatrique	0	
orth	Anthropiatrique		
entry	Anthropochimie	0	
orth	Anthropochimie		
entry	Anthropogénie	0	
orth	Anthropogénie		
entry	Anthropographie	0	
orth	Anthropographie		
entry	Anthropologie	0	
orth	Anthropologie		
entry	Anthropomagnétisme	0	
orth	Anthropomagnétisme		
entry	Anthropomancie	0	
orth	Anthropomancie		
entry	Anthropométrie	0	
orth	Anthropométrie		
entry	Ânthropomorphologie	0	
orth	Ânthropomorphologie		
entry	Anthroponomie	0	
orth	Anthroponomie		
entry	Anthropophage	0	
orth	Anthropophage		
entry	Anthropophagie	0	
orth	Anthropophagie		
entry	Anthroposomatologie	0	
orth	Anthroposomatologie		
entry	Anthroposophie	0	
orth	Anthroposophie		
entry	Anthropotomie	0	
orth	Anthropotomie		
entry	Anthypnotique	1	
orth	Anthypnotique		
pb	48	0058	
entry	Anthypochondriaque	0	
orth	Anthypochondriaque		
entry	Anthystérique	0	
orth	Anthystérique		
entry	Anti-acide	0	
orth	Anti-acide		
entry	Antiadite	0	
orth	Antiadite		
entry	Antiadoncus	0	
orth	Antiadoncus		
entry	Anti-aphrodisiaque	0	
orth	Anti-aphrodisiaque		
entry	Anti-apoplectique	0	
orth	Anti-apoplectique		
entry	Anti-arthritique	0	
orth	Anti-arthritique		
entry	Anti-asthmatique	0	
orth	Anti-asthmatique		
entry	Anti-atrophique	0	
orth	Anti-atrophique		
entry	Anti-ballomène	0	
orth	Anti-ballomène		
entry	Antibrachial	0	
orth	Antibrachial		
entry	Anti-cachectique	0	
orth	Anti-cachectique		
entry	Anti-cacochymique	0	
orth	Anti-cacochymique		
entry	Anti-cancéreux	0	
orth	Anti-cancéreux		
entry	Anti-carcinomateux	0	
orth	Anti-carcinomateux		
entry	Anticarde	0	
orth	Anticarde		
entry	Anti-catarrhal	0	
orth	Anti-catarrhal		
entry	Anti-causotique	0	
orth	Anti-causotique		
entry	Anti-colique	0	
orth	Anti-colique		
entry	Anti-dartreux	0	
orth	Anti-dartreux		
entry	Anti-diarrhéique	0	
orth	Anti-diarrhéique		
entry	Anti-dinique	0	
orth	Anti-dinique		
entry	Antidotaire	0	
orth	Antidotaire		
entry	Antidote	0	
orth	Antidote		
entry	Anti-dysentérique	0	
orth	Anti-dysentérique		
entry	Anti éphialtique	0	
orth	Anti éphialtique		
entry	Anti-émétique	0	
orth	Anti-émétique		
entry	Anti-épileptique	0	
orth	Anti-épileptique		
entry	Anti-fébrile	0	
orth	Anti-fébrile		
entry	Anti-galactique	0	
orth	Anti-galactique		
entry	Anti-galeux	0	
orth	Anti-galeux		
entry	Anti-goutteux	0	
orth	Anti-goutteux		
entry	Anti hectique	0	
orth	Anti hectique		
entry	Anti-hémorrhoïdal	0	
orth	Anti-hémorrhoïdal		
entry	Anti-herpétique	0	
orth	Anti-herpétique		
entry	Anti-hydrophobique	0	
orth	Anti-hydrophobique		
entry	Anti-hydropique	0	
orth	Anti-hydropique		
entry	Anti-hypnotique	0	
orth	Anti-hypnotique		
entry	Anti-hypochondriaque	0	
orth	Anti-hypochondriaque		
entry	Anti-hystérique	0	
orth	Anti-hystérique		
entry	Anti-ictérique	0	
orth	Anti-ictérique		
entry	Anti-laiteux	0	
orth	Anti-laiteux		
entry	Antilobe	0	
orth	Antilobe		
entry	Anti-loïmique	0	
orth	Anti-loïmique		
entry	Anti-lysse	0	
orth	Anti-lysse		
entry	Anti-mélancolique	0	
orth	Anti-mélancolique		
entry	Antimonane	0	
orth	Antimonane		
entry	Antimoniate	0	
orth	Antimoniate		
entry	Antimonieux	0	
orth	Antimonieux		
entry	Antimonique	0	
orth	Antimonique		
entry	Antimonite	0	
orth	Antimonite		
entry	Antimoine	0	
orth	Antimoine		
entry	Anti néphrétique	0	
orth	Anti néphrétique		
entry	Anti-odontalgique	0	
orth	Anti-odontalgique		
entry	Anti-orgastique	0	
orth	Anti-orgastique		
entry	Anti-paralytique	0	
orth	Anti-paralytique		
entry	Antipathie	0	
orth	Antipathie		
entry	Antipathique	0	
orth	Antipathique		
entry	Anti-pestilentiel	0	
orth	Anti-pestilentiel		
entry	Anti-pharmaque	0	
orth	Anti-pharmaque		
entry	Antiphlogistique	0	
orth	Antiphlogistique		
entry	Anti-phthisique	1	
orth	Anti-phthisique		
pb	50	0060	
entry	Anti-physique	0	
orth	Anti-physique		
entry	Anti-pleurétique	0	
orth	Anti-pleurétique		
entry	Anti-podagrique	0	
orth	Anti-podagrique		
entry	Anti-prostate	0	
orth	Anti-prostate		
entry	Anti-psorique	0	
orth	Anti-psorique		
entry	Anti-putride	0	
orth	Anti-putride		
entry	Anti-pyique	0	
orth	Anti-pyique		
entry	Anti-pyrétique	0	
orth	Anti-pyrétique		
entry	Anti pyrotique	0	
orth	Anti pyrotique		
entry	Anti-quartanaire	0	
orth	Anti-quartanaire		
entry	Anti-rachitique	0	
orth	Anti-rachitique		
entry	Anti scolique	0	
orth	Anti scolique		
entry	Anti-scorbutique	0	
orth	Anti-scorbutique		
entry	Anti-scrofuleux	0	
orth	Anti-scrofuleux		
entry	Anti-scrophuleux	0	
orth	Anti-scrophuleux		
entry	Anti-septique	0	
orth	Anti-septique		
entry	Anti-siphylitique	0	
orth	Anti-siphylitique		
entry	Antispase	0	
orth	Antispase		
entry	Anti-spasmodique	0	
orth	Anti-spasmodique		
entry	Anti spastique	0	
orth	Anti spastique		
entry	Anti-sterigme	0	
orth	Anti-sterigme		
entry	Anti sternum	0	
orth	Anti sternum		
entry	Anti-syphilitique	0	
orth	Anti-syphilitique		
entry	Anti-thenar	0	
orth	Anti-thenar		
entry	Anti-tragus	0	
orth	Anti-tragus		
entry	Anti-trope	0	
orth	Anti-trope		
entry	Anti-vénérien	0	
orth	Anti-vénérien		
entry	Anti-vermiculaire	0	
orth	Anti-vermiculaire		
entry	Anti-vermineux	0	
orth	Anti-vermineux		
entry	Anti-zymique	0	
orth	Anti-zymique		
entry	Anti-variolique	0	
orth	Anti-variolique		
entry	Anti-vérolique	0	
orth	Anti-vérolique		
entry	Antodontalgique	0	
orth	Antodontalgique		
entry	Antodontique	0	
orth	Antodontique		
entry	Antre	0	
orth	Antre		
entry	Anus	1	
orth	Anus		
pb	51	0061	
entry	Aortevrisme	0	
orth	Aortevrisme		
entry	Apagma	0	
orth	Apagma		
entry	Apalachine	0	
orth	Apalachine		
entry	Apallage	0	
orth	Apallage		
entry	Apanthropie	0	
orth	Apanthropie		
entry	Aparthrose	0	
orth	Aparthrose		
entry	Apathie	0	
orth	Apathie		
entry	Apathique	0	
orth	Apathique		
entry	Apéchème	0	
orth	Apéchème		
entry	Apelle	0	
orth	Apelle		
entry	Apepsie	0	
orth	Apepsie		
entry	Apérianthacé	0	
orth	Apérianthacé		
entry	Apérispermé	0	
orth	Apérispermé		
entry	Apéritif	0	
orth	Apéritif		
entry	Apétalé	0	
orth	Apétalé		
entry	Anxiété	0	
orth	Anxiété		
entry	Anxis	0	
orth	Anxis		
entry	Aochlésie	0	
orth	Aochlésie		
entry	Aorte	0	
orth	Aorte		
entry	Aortique	1	
orth	Aortique		
pb	52	0062	
entry	Apenthysmène	0	
orth	Apenthysmène		
entry	Aphepsème	0	
orth	Aphepsème		
entry	Aphérèse	0	
orth	Aphérèse		
entry	Aphésie	0	
orth	Aphésie		
entry	Aphilanthropie	0	
orth	Aphilanthropie		
entry	Aphonie	0	
orth	Aphonie		
entry	Aphorisme	0	
orth	Aphorisme		
entry	Aphoristique	0	
orth	Aphoristique		
entry	Aphrode	0	
orth	Aphrode		
entry	Aphrodisiaque	0	
orth	Aphrodisiaque		
entry	Aphrodisiasme	0	
orth	Aphrodisiasme		
entry	Aphrodisie	0	
orth	Aphrodisie		
entry	Aphrogale	0	
orth	Aphrogale		
entry	Aphronitre	0	
orth	Aphronitre		
entry	Aphrosyne	0	
orth	Aphrosyne		
entry	Aphte	0	
orth	Aphte		
entry	Aphthe	0	
orth	Aphthe		
entry	Aphtheux	0	
orth	Aphtheux		
entry	Apilepsie	0	
orth	Apilepsie		
entry	Aplestie	0	
orth	Aplestie		
entry	Aplotomie	0	
orth	Aplotomie		
entry	Apnee	0	
orth	Apnee		
entry	Apnéologie	0	
orth	Apnéologie		
entry	Apneustie	0	
orth	Apneustie		
entry	Apnoesphyxie	0	
orth	Apnoesphyxie		
entry	Apocapnisme	0	
orth	Apocapnisme		
entry	Apocenose	0	
orth	Apocenose		
entry	Apocope	0	
orth	Apocope		
entry	Apocrisie	0	
orth	Apocrisie		
entry	Apocroustique	0	
orth	Apocroustique		
entry	Apocyesie	0	
orth	Apocyesie		
entry	Apodacrytique	0	
orth	Apodacrytique		
entry	Apode	0	
orth	Apode		
entry	Apodopnique	0	
orth	Apodopnique		
entry	Apodytère	0	
orth	Apodytère		
entry	Apogalactisme	1	
orth	Apogalactisme		
pb	53	0063	
entry	Apogeusie	0	
orth	Apogeusie		
entry	Apoglaucosie	0	
orth	Apoglaucosie		
entry	Apogone	0	
orth	Apogone		
entry	Apohyal	0	
orth	Apohyal		
entry	Aporeurose	0	
orth	Aporeurose		
entry	Apolepsie	0	
orth	Apolepsie		
entry	Apoplexie	0	
orth	Apoplexie		
entry	Apolinose	0	
orth	Apolinose		
entry	Apomagma	0	
orth	Apomagma		
entry	Apomathisie	0	
orth	Apomathisie		
entry	Apomythose	0	
orth	Apomythose		
entry	Apone	0	
orth	Apone		
entry	Aponévrographie	0	
orth	Aponévrographie		
entry	Aponévrologie	0	
orth	Aponévrologie		
entry	Aponévrose	0	
orth	Aponévrose		
entry	Aponévrotique	0	
orth	Aponévrotique		
entry	Aponévrotomie	0	
orth	Aponévrotomie		
entry	Aponitrose	0	
orth	Aponitrose		
entry	Apophlegmatisant	0	
orth	Apophlegmatisant		
entry	Apophlegmatisme	0	
orth	Apophlegmatisme		
entry	Apophtharme	0	
orth	Apophtharme		
entry	Apophthore	0	
orth	Apophthore		
entry	Apophyse	0	
orth	Apophyse		
entry	Apoplanèse	0	
orth	Apoplanèse		
entry	Apoplectique	0	
orth	Apoplectique		
entry	Apoplexie	0	
orth	Apoplexie		
entry	Apopnixie	0	
orth	Apopnixie		
entry	Apopsychie	0	
orth	Apopsychie		
entry	Aporrhée	0	
orth	Aporrhée		
entry	Apoptose	1	
orth	Apoptose		
pb	54	0064	
entry	Aposceparnismos	0	
orth	Aposceparnismos		
entry	Aposchasie	0	
orth	Aposchasie		
entry	Aposchasme	0	
orth	Aposchasme		
entry	Apositie	0	
orth	Apositie		
entry	Apositique	0	
orth	Apositique		
entry	Aposkemme	0	
orth	Aposkemme		
entry	Aposképarnismos	0	
orth	Aposképarnismos		
entry	Aposkepsie	0	
orth	Aposkepsie		
entry	Apospongisme	0	
orth	Apospongisme		
entry	Apostase	0	
orth	Apostase		
entry	Apostaxis	0	
orth	Apostaxis		
entry	Apostème	0	
orth	Apostème		
entry	Apostérigme	0	
orth	Apostérigme		
entry	Apothecion	0	
orth	Apothecion		
entry	Apothèse	0	
orth	Apothèse		
entry	Apostrophe	0	
orth	Apostrophe		
entry	Apote	0	
orth	Apote		
entry	Apotelesme	0	
orth	Apotelesme		
entry	Apothérapie	0	
orth	Apothérapie		
entry	Apothicaire	0	
orth	Apothicaire		
entry	Apothicairerie	0	
orth	Apothicairerie		
entry	Apothrause	0	
orth	Apothrause		
entry	Apozème	0	
orth	Apozème		
entry	Appaiser	0	
orth	Appaiser		
entry	Appareil	0	
orth	Appareil		
entry	Appareiller	0	
orth	Appareiller		
entry	Appater	0	
orth	Appater		
entry	Appauvri	0	
orth	Appauvri		
entry	Appauvrissement	0	
orth	Appauvrissement		
entry	Appelle	0	
orth	Appelle		
entry	Appeler	0	
orth	Appeler		
entry	Appendice	1	
orth	Appendice		
pb	55	0065	
entry	Appendicule	0	
orth	Appendicule		
entry	Appension	0	
orth	Appension		
entry	Appétence	0	
orth	Appétence		
entry	Appétit	0	
orth	Appétit		
entry	Appétition	0	
orth	Appétition		
entry	Applicata	0	
orth	Applicata		
entry	Application	0	
orth	Application		
entry	Apprivoiser	0	
orth	Apprivoiser		
entry	Apracte	0	
orth	Apracte		
entry	Apre	0	
orth	Apre		
entry	Apreté	0	
orth	Apreté		
entry	Approximation	0	
orth	Approximation		
entry	Apsychie	0	
orth	Apsychie		
entry	Apulotique	0	
orth	Apulotique		
entry	Apyète	0	
orth	Apyète		
entry	Apyique	0	
orth	Apyique		
entry	Apyrénomèle	0	
orth	Apyrénomèle		
entry	Apyrétique	0	
orth	Apyrétique		
entry	Apyrexie	0	
orth	Apyrexie		
entry	Apyromèle	0	
orth	Apyromèle		
entry	Aquatique	0	
orth	Aquatique		
entry	Aqueduc	0	
orth	Aqueduc		
entry	Aqueux	1	
orth	Aqueux		
pb	56	0066	
entry	Aquila alba	0	
orth	Aquila alba		
entry	Arachide	0	
orth	Arachide		
entry	Arachnite	0	
orth	Arachnite		
entry	Arachnitis	0	
orth	Arachnitis		
entry	Arachnoïde	0	
orth	Arachnoïde		
entry	Arachnoïdite	0	
orth	Arachnoïdite		
entry	Araeoïde	0	
orth	Araeoïde		
entry	Araeoticon	0	
orth	Araeoticon		
entry	Araignée	0	
orth	Araignée		
entry	Aralies, Araliacées	0	
orth	Aralies		
orth	Araliacées		
entry	Aranéen	0	
orth	Aranéen		
entry	Arboré	0	
orth	Arboré		
entry	Arborescent	0	
orth	Arborescent		
entry	Arbre	0	
orth	Arbre		
entry	Arbre de diane	1	
orth	Arbre de diane		
pb	57	0067	
entry	Arbre de vie	0	
orth	Arbre de vie		
entry	Arbrisseau	0	
orth	Arbrisseau		
entry	Arbuste	0	
orth	Arbuste		
entry	Arc	0	
orth	Arc		
entry	Arc-boutant	0	
orth	Arc-boutant		
entry	Arca arcanorum	0	
orth	Arca arcanorum		
entry	Arcade	0	
orth	Arcade		
entry	Arcane	0	
orth	Arcane		
entry	Arcanson	0	
orth	Arcanson		
entry	Arcanum	0	
orth	Arcanum		
entry	Arceau	0	
orth	Arceau		
entry	Arcesthide	0	
orth	Arcesthide		
entry	Archée	0	
orth	Archée		
entry	Archéisme	0	
orth	Archéisme		
entry	Archélogie	0	
orth	Archélogie		
entry	Archet	0	
orth	Archet		
entry	Archiatre	0	
orth	Archiatre		
entry	Archigénique	0	
orth	Archigénique		
entry	Archimagie	0	
orth	Archimagie		
entry	Archimîe	0	
orth	Archimîe		
entry	Archingeay	0	
orth	Archingeay		
entry	Archorrhagie	0	
orth	Archorrhagie		
entry	Archorrhée	0	
orth	Archorrhée		
entry	Archoptose	0	
orth	Archoptose		
entry	Arctation	0	
orth	Arctation		
entry	Arctitude	0	
orth	Arctitude		
entry	Archosyrinx	0	
orth	Archosyrinx		
entry	Arcture	0	
orth	Arcture		
entry	Arcuation	0	
orth	Arcuation		
entry	Ardent	0	
orth	Ardent		
entry	Ardeur	0	
orth	Ardeur		
