object			
volume	27898	Littré-Gilbert (21e éd.)	1908
term	Caractères d’adaptation		
ref	Caractère		
term	adaptation rétinienne		
entry	Adarticulation	0	
orth	Adarticulation		
entry	Add	0	
orth	Add		
ref	Abréviation		
entry	Addéphagie, Adéphagie	0	
orth	Addéphagie		
orth	Adéphagie		
entry	Addison	0	
orth	Addison		
term	Maladied’Addison		
ref	Bronzé		
entry	Addition	0	
orth	Addition		
ref	Contraction		
ref	Sensibilité		
entry	Adducteur	0	
orth	Adducteur		
term	Adducteurs de la cuisse		
term	Adducteur du petit doigt		
term	Adducteur de l’œil		
ref	Droit		
term	Adducteur du gros orteil		
term	Adducteur du pouce		
entry	Adduction	0	
orth	Adduction		
ref	Abduction		
entry	Adecte	0	
orth	Adecte		
foreign	άδηκτος	grc	
entry	Adélide	0	
orth	Adélide		
ref	Transpiration		
entry	Adéliparie	0	
orth	Adéliparie		
entry	Adémonie	0	
orth	Adémonie		
entry	Adénalgie	0	
orth	Adénalgie		
entry	Adénectopie	0	
orth	Adénectopie		
entry	Adénemphraxie	0	
orth	Adénemphraxie		
term	obstructio glandularum		
entry	Adénie	1	
orth	Adénie		
pb	24	0034	
entry	Adénisation	0	
orth	Adénisation		
entry	Adénite	0	
orth	Adénite		
term	Adénite cervicale syphilitique		
ref	Syphilis		
term	Adénite meibomienne		
ref	Paupière		
entry	Adénocancer	0	
orth	Adénocancer		
entry	Adénodiastase	0	
orth	Adénodiastase		
entry	Adénofibrome	0	
orth	Adénofibrome		
entry	Adénographie	0	
orth	Adénographie		
entry	Adénoïde	1	
orth	Adénoïde		
term	Corpora seu plasmata adenoida		
term	Corps adénoïde		
term	Tissu adénoïde		
term	tissu réticulé		
term	Végétations ou tumeurs adénoïdes		
pb	25	0035	
entry	Adénoïdien	0	
orth	Adénoïdien		
term	Facies adéndidien		
ref	Végétations		
ref	Adénoïdes		
entry	Adénoidite	0	
orth	Adénoidite		
entry	Adénolipomatose symétrique diffuse	0	
orth	Adénolipomatose symétrique diffuse		
ref	Lipomatose symétrique diffuse		
entry	Adénologadite	0	
orth	Adénologadite		
entry	Adénologie	0	
orth	Adénologie		
entry	Adénolymphatocèle, Adénolymphocèle	0	
orth	Adénolymphatocèle		
orth	Adénolymphocèle		
ref	Lymphatocèle		
entry	Adénomalacie	0	
orth	Adénomalacie		
entry	Adénome	0	
orth	Adénome		
entry	Adénoméningé	0	
orth	Adénoméningé		
ref	Fièvre		
entry	Adénomyxome	0	
orth	Adénomyxome		
entry	Adénoncose	0	
orth	Adénoncose		
entry	Adénonerveux	0	
orth	Adénonerveux		
ref	Fièvre		
entry	Adénopathie	0	
orth	Adénopathie		
entry	Adénopharyngien	0	
orth	Adénopharyngien		
term	Muscle adénopkaryngien		
entry	Adénopharyngite	0	
orth	Adénopharyngite		
entry	Adénophlegmon	0	
orth	Adénophlegmon		
entry	Adénophtalmie	0	
orth	Adénophtalmie		
entry	Adénosarcome	0	
orth	Adénosarcome		
entry	Adénosclérose	0	
orth	Adénosclérose		
entry	Adénoses	0	
orth	Adénoses		
entry	Adénosynchitonite	0	
orth	Adénosynchitonite		
entry	Adénotomie	0	
orth	Adénotomie		
entry	Adénotrichie	0	
orth	Adénotrichie		
entry	Adéphagie	0	
orth	Adéphagie		
ref	Addéphagie		
entry	Adepte	0	
orth	Adepte		
ref	Alchimie		
entry	Adhatoda	0	
orth	Adhatoda		
entry	Adhérence	0	
orth	Adhérence		
ref	Néomembrane		
term	Adhérence péricardiaque		
ref	Ventriculaire		
entry	Adhésif	0	
orth	Adhésif		
term	Emplâtre adhésif		
ref	Emplâtre		
term	Inflammation adhésive		
ref	Adhérence		
ref	Inflammation		
ref	Naissance		
term	Phlébite adhésive		
ref	Phlébite		
entry	Adhésivité	0	
orth	Adhésivité		
entry	Adiaphorése	0	
orth	Adiaphorése		
entry	Adiaphorétique	0	
orth	Adiaphorétique		
term	Esprit adiaphorétique		
entry	Adiapneustie	0	
orth	Adiapneustie		
entry	Adiarrhée	0	
orth	Adiarrhée		
entry	Adiathésique	0	
orth	Adiathésique		
term	Maladies adiathésiques		
entry	Adipeux	1	
orth	Adipeux		
term	Hyperplasie adipeuse		
term	Ligament adipeux		
term	Substitution adipeuse		
ref	Substitution		
term	Tissu adipeux		
pb	26	0036	
ref	Lamineux		
term	Tumeurs adipeuses		
ref	Cholestéatome		
ref	Lipome		
entry	Adipocire	0	
orth	Adipocire		
ref	Gétine		
ref	Gras		
entry	Adipociriforme	0	
orth	Adipociriforme		
term	Tumeur adipociriforme		
entry	Adipome	0	
orth	Adipome		
entry	Adipose	0	
orth	Adipose		
term	Adipose douloureuse ou maladie de Dercum		
entry	Adipsie	0	
orth	Adipsie		
entry	Adjuvant	0	
orth	Adjuvant		
entry	Adjuvat	0	
orth	Adjuvat		
entry	Adminicule	0	
orth	Adminicule		
term	adminiculum		
entry	Adné	0	
orth	Adné		
term	Tunica adnata		
entry	Adolescence	0	
orth	Adolescence		
entry	Adonide, Adonis	0	
orth	Adonide		
orth	Adonis		
entry	Adonidine	0	
orth	Adonidine		
entry	Adoucissant	0	
orth	Adoucissant		
entry	Adoucissant	0	
orth	Adoucissant		
foreign	demulcens	lat	
foreign	θελκτικός	grc	
foreign	mildernd	deu	
foreign	lenitive	deu	
foreign	addolcitivo	ita	
term	Gargarisme adoucissant		
ref	Gargarisme		
entry	Adoxa	0	
orth	Adoxa		
entry	Adragant	0	
orth	Adragant		
entry	Adraganthine	0	
orth	Adraganthine		
entry	Adulte	0	
orth	Adulte		
term	Age adulte		
ref	Viriuté		
term	Adulte		
entry	Adultération	0	
orth	Adultération		
entry	Aduste	0	
orth	Aduste		
entry	Adustion	1	
orth	Adustion		
pb	27	0037	
entry	Adventice	0	
orth	Adventice		
term	Kyste adventice ou adventif		
term	Membrane adventice		
entry	Adynamico-ataxique	0	
orth	Adynamico-ataxique		
entry	Adynamie	0	
orth	Adynamie		
ref	Collapsus		
entry	Adynamique	0	
orth	Adynamique		
ref	Putridité		
entry	Ædœite	0	
orth	Ædœite		
entry	Ædœoblennorrhée	0	
orth	Ædœoblennorrhée		
entry	Ædœodynie	0	
orth	Ædœodynie		
entry	Ædœographie	0	
orth	Ædœographie		
entry	Ædœologie	0	
orth	Ædœologie		
entry	Ædœom ycodermite	0	
orth	Ædœom ycodermite		
entry	Ædœopsophie	0	
orth	Ædœopsophie		
entry	Ædœoscopie	0	
orth	Ædœoscopie		
entry	Ædœotomie	0	
orth	Ædœotomie		
entry	Ægilops, Ægophonie	0	
orth	Ægilops		
orth	Ægophonie		
ref	Égilops		
ref	Égophonie		
entry	Æginétie	0	
orth	Æginétie		
term	Æginetia		
entry	Ægiphila	0	
orth	Ægiphila		
entry	Ægis	0	
orth	Ægis		
entry	Ægle	0	
orth	Ægle		
entry	Ægyptiac	0	
orth	Ægyptiac		
ref	Onguent		
entry	Aérage, Aération	0	
orth	Aérage		
orth	Aération		
entry	Aéré	0	
orth	Aéré		
term	Alcali aéré		
ref	Alcali		
term	Bau aérée		
ref	Aérage		
entry	Aérentérectasie	0	
orth	Aérentérectasie		
ref	Extérectasie		
entry	Aérhémoctonie	0	
orth	Aérhémoctonie		
entry	Aérien	0	
orth	Aérien		
term	Vésicule aérienne		
ref	Vésicule		
term	Voies aériennes		
term	conduits aériens		
entry	Aérifère	0	
orth	Aérifère		
term	Voies aérifères		
entry	Aérobie	0	
orth	Aérobie		
entry	Aérobie	0	
orth	Aérobie		
entry	Aérodermectasie	0	
orth	Aérodermectasie		
entry	Aéroductor	0	
orth	Aéroductor		
entry	Aerohydropathie	0	
orth	Aerohydropathie		
entry	Aérophagie	1	
orth	Aérophagie		
pb	28	0038	
entry	Aérophobie	0	
orth	Aérophobie		
entry	Aéropiésie	0	
orth	Aéropiésie		
ref	Aéropiésothérapie		
entry	Aéropiésisme	0	
orth	Aéropiésisme		
entry	Aéropiésothérapie	0	
orth	Aéropiésothérapie		
entry	Aéropléthysmographe	0	
orth	Aéropléthysmographe		
entry	Aéropleurie	0	
orth	Aéropleurie		
ref	Pneumothorax		
entry	Aéroscopie	0	
orth	Aéroscopie		
entry	Aérothérapeutique, Aérothérapie	0	
orth	Aérothérapeutique		
orth	Aérothérapie		
ref	Air		
entry	Aérothermothérapie	0	
orth	Aérothermothérapie		
entry	Aérotonomètre	0	
orth	Aérotonomètre		
entry	Aérotropisme	0	
orth	Aérotropisme		
entry	Æsculine, Esculine	0	
orth	Æsculine		
orth	Esculine		
entry	Æsculinique, Æsculique	0	
orth	Æsculinique		
orth	Æsculique		
ref	Saponique		
entry	Æsthésie, Æsthésiogène, Æsthésiologie, Æsthésiomètre, Æsthésodique, Esthésie, Esthésiogène, Esthésiologie, Esthesiomètre, Esthésodique	0	
orth	Æsthésie		
orth	Æsthésiogène		
orth	Æsthésiologie		
orth	Æsthésiomètre		
orth	Æsthésodique		
orth	Esthésie		
orth	Esthésiogène		
orth	Esthésiologie		
orth	Esthesiomètre		
orth	Esthésodique		
entry	Æthiops	0	
orth	Æthiops		
ref	Éthiops		
entry	Æthuse	0	
orth	Æthuse		
entry	Aétite	0	
orth	Aétite		
entry	Affadissement	0	
orth	Affadissement		
entry	Affaiblissement	0	
orth	Affaiblissement		
entry	Affaissement	0	
orth	Affaissement		
ref	Abattement		
entry	Affectif	0	
orth	Affectif		
term	Facultés ou fonctions affectives		
ref	Fonction		
term	Phénomènes affectifs		
ref	Instinct		
entry	Affection	0	
orth	Affection		
term	Affections de l’âme		
term	Affection		
ref	Maladie		
entry	Afférent	1	
orth	Afférent		
term	Vaisseaux afférents		
pb	29	0039	
ref	Déférext		
entry	Affinage	0	
orth	Affinage		
entry	Affinité	0	
orth	Affinité		
term	Affinité des maladies, affinité morbide		
term	Affinité élective		
ref	Électif		
entry	Affium	0	
orth	Affium		
entry	Afflux	0	
orth	Afflux		
entry	Affrontement	0	
orth	Affrontement		
ref	Réunion		
entry	Affronter	0	
orth	Affronter		
ref	Suture		
entry	Affusion	0	
orth	Affusion		
term	Grossesseafœtale		
ref	Grossesse		
entry	Agacement	0	
orth	Agacement		
term	Agacement des dents		
term	Agacement des nerfs		
entry	Agacin	0	
orth	Agacin		
entry	Agalactation	0	
orth	Agalactation		
entry	Agalacte	0	
orth	Agalacte		
entry	Agalactie, Agalaxie	0	
orth	Agalactie		
orth	Agalaxie		
entry	Agar-agar	0	
orth	Agar-agar		
ref	Gélose		
entry	Agaric	0	
orth	Agaric		
term	Agaric blanc ou des pharmaciens		
ref	Polypore		
term	Agaric du chêne, des chirurgiens		
ref	Auadou		
ref	Polypore		
term	Agaric comestible		
term	champignon de couche		
term	Agaric mousseron		
ref	Mousseron		
ref	Blanc		
entry	Agaricine	0	
orth	Agaricine		
entry	Agati	0	
orth	Agati		
entry	Agave	1	
orth	Agave		
term	Agave cubensis		
pb	30	0040	
entry	Âge	0	
orth	Âge		
term	Age critique		
ref	Cbitique		
term	Age de retour		
ref	Retour		
term	Age moyen		
ref	Population		
ref	Vie moyenne		
ref	Vie probable		
term	Ages paléontologiques ou préhistoriques de l’homme		
ref	Homue		
ref	Chronologie		
ref	Homme		
entry	Agène	0	
orth	Agène		
entry	Agenesie	0	
orth	Agenesie		
foreign	.agenesis	lat	
entry	Agénosome	0	
orth	Agénosome		
entry	Agent	0	
orth	Agent		
entry	Agérasie	0	
orth	Agérasie		
entry	Ageustie	0	
orth	Ageustie		
entry	Agglutinant, Agglutinatif	0	
orth	Agglutinant		
orth	Agglutinatif		
ref	Taffetas		
entry	Agglutinant, Agglutinatif	1	
orth	Agglutinant		
orth	Agglutinatif		
foreign	agglutinans	lat	
foreign	anklebend	deu	
foreign	agglutinative	eng	
foreign	conglutinativo	ita	
term	Bandelettes agglutinatives		
term	emplâtres agglutinatifs		
ref	Basdelette		
ref	Ejjplatre		
term	Remèdes agglutinants		
term	Substance agglutinante		
pb	31	0041	
entry	Agglutination	1	
orth	Agglutination		
term	agglutinatio		
term	Agglutination des microbes		
pb	32	0042	
entry	Agglutinine	0	
orth	Agglutinine		
ref	Substance		
entry	Agissant	0	
orth	Agissant		
term	Médecine agissante		
ref	Expectation		
entry	Agitation	0	
orth	Agitation		
term	Agitation morale		
ref	Folie		
ref	Folie		
entry	Agité	0	
orth	Agité		
ref	Délire		
entry	Aglobulie	0	
orth	Aglobulie		
entry	Aglossie	0	
orth	Aglossie		
entry	Aglossostomatographie	0	
orth	Aglossostomatographie		
entry	Aglossostome	0	
orth	Aglossostome		
entry	Agmatologie	0	
orth	Agmatologie		
entry	Agminé	0	
orth	Agminé		
term	Follicules agminés		
ref	Intestin		
entry	Agnathe	0	
orth	Agnathe		
entry	Agnoscie	0	
orth	Agnoscie		
entry	Agnus-castus	0	
orth	Agnus-castus		
entry	Agomphiase, Agomphose	0	
orth	Agomphiase		
orth	Agomphose		
entry	Agonie	0	
orth	Agonie		
entry	Agonistique	0	
orth	Agonistique		
entry	Agoraphobie	0	
orth	Agoraphobie		
entry	Agrammatisme	0	
orth	Agrammatisme		
entry	Agraphie	0	
orth	Agraphie		
entry	Agrégat	0	
orth	Agrégat		
entry	Agrégatif	0	
orth	Agrégatif		
term	Pilules agrégatives		
entry	Agrégation	0	
orth	Agrégation		
entry	Agrégé	0	
orth	Agrégé		
ref	Faculté		
entry	Agriothymie	0	
orth	Agriothymie		
entry	Agripaume	1	
orth	Agripaume		
pb	33	0043	
entry	Agrippa	0	
orth	Agrippa		
entry	Agrippinus partus	0	
orth	Agrippinus partus		
entry	Agrypnie	0	
orth	Agrypnie		
entry	Agrypnocoma	0	
orth	Agrypnocoma		
entry	Agrypnode	0	
orth	Agrypnode		
term	Fièvre agrypnode		
entry	Ai	0	
orth	Ai		
entry	Aichmophobie	0	
orth	Aichmophobie		
entry	Aides	0	
orth	Aides		
entry	Aige	0	
orth	Aige		
entry	Aigle-les-Bains	0	
orth	Aigle-les-Bains		
entry	Aigre	0	
orth	Aigre		
entry	Aigre-doux	0	
orth	Aigre-doux		
entry	Aigrelet	0	
orth	Aigrelet		
term	Saveur aigrelette		
entry	Aigremoine	0	
orth	Aigremoine		
entry	Aigreur	0	
orth	Aigreur		
term	Aigreurs		
entry	Aigu	0	
orth	Aigu		
term	Douleur aiguë		
term	Maladies aiguës		
entry	Aiguille	1	
orth	Aiguille		
term	Aiguille aimantée		
ref	Magnétisme		
ref	Inclinaison		
term	Aiguille asiatique		
ref	Astatioue		
term	Aiguille de Spix		
ref	Tympanal		
term	Aiguille à acupuncture		
ref	Acupunctcre		
term	Aiguille à bec-de-lièvre		
ref	Sutcrb		
term	Aiguille à cataracte		
pb	34	0044	
term	Aiguille à contre-ouverture		
term	Aiguille à fistule		
term	Aiguille àinoculation		
term	Aiguille à ligature		
term	Aiguille mousse		
term	Aiguille-pince		
ref	Sebbeteli-e		
term	Aiguille à séton		
term	Aiguille à suture		
term	Baume d’aiguille		
entry	Aiguillé	0	
orth	Aiguillé		
term	Bistouri aiguillé		
ref	Bistouhi		
entry	Aiguilleur	0	
orth	Aiguilleur		
ref	Phtisie		
entry	Aiguillon	1	
orth	Aiguillon		
pb	35	0045	
entry	Aiguiseur	0	
orth	Aiguiseur		
ref	Émouleur		
ref	Phtisie		
entry	Ail	0	
orth	Ail		
ref	Allyle		
entry	Ailante	0	
orth	Ailante		
entry	Aile	0	
orth	Aile		
entry	Ailé	0	
orth	Ailé		
entry	Aileron	0	
orth	Aileron		
term	Ailerons de la matrice		
ref	Utérus		
entry	Aimant	0	
orth	Aimant		
term	Aimant arsenical		
ref	Magnétique		
entry	Aine	0	
orth	Aine		
entry	Aïnhum	0	
orth	Aïnhum		
entry	Air	1	
orth	Air		
ref	Atmosphère		
ref	Ozone		
ref	Respiration		
term	Airs		
term	Air comprimé		
pb	36	0046	
ref	Oxygène		
ref	Tension		
term	Air confiné		
ref	Pnéométrie		
ref	Ventilation		
term	Air déphlogistiqué, air du feu		
ref	Oxygène		
term	Air fixe		
ref	Carbonique		
term	Air inflammable		
ref	Hydrogène		
term	Air liquide		
term	Air marin		
term	Air des montagnes		
ref	Air		
term	Air phlogistique		
ref	Azote		
term	Air raréfié		
ref	Tension		
term	Air dans les veines		
ref	Ahérémoctonie		
term	Air vicié		
ref	Azote		
term	Air vital		
ref	Oxygène		
term	Dou-che d’air		
ref	Douche		
term	Tic en l’air		
entry	Aire	0	
orth	Aire		
term	Aire embryonnaire		
term	aire du germe		
term	aire obscure		
term	aire transparente ou lucide		
ref	Ligne		
term	Aire vasculaire		
ref	Embryon		
entry	Airigne	0	
orth	Airigne		
ref	Érigne		
entry	Airol	0	
orth	Airol		
pb	37	0047	
entry	Air-tractor	0	
orth	Air-tractor		
entry	Aisselle	0	
orth	Aisselle		
entry	Aix	0	
orth	Aix		
entry	Aix-la-Chapelle	0	
orth	Aix-la-Chapelle		
entry	Aix-les-Bains	0	
orth	Aix-les-Bains		
entry	Ajutage	0	
orth	Ajutage		
entry	Akidopirastique	0	
orth	Akidopirastique		
ref	Explorateur		
ref	Trois-quarts		
entry	Akinésique	0	
orth	Akinésique		
ref	Acinétique		
entry	Akiurgie	0	
orth	Akiurgie		
entry	Aknémie	0	
orth	Aknémie		
entry	Akologie	0	
orth	Akologie		
ref	Acologie		
entry	Akyanoblepsie	0	
orth	Akyanoblepsie		
ref	Acyanoblepsie		
entry	Alaire	1	
orth	Alaire		
term	Portion alaire du sphénoïde		
pb	38	0048	
entry	Alaise	0	
orth	Alaise		
ref	Alèse		
entry	Alalie	0	
orth	Alalie		
ref	Aphasie		
entry	Alambic	0	
orth	Alambic		
ref	Coknce		
entry	Alangier	0	
orth	Alangier		
foreign	Alangium	lat	
entry	Alaterne	0	
orth	Alaterne		
ref	Nerprun		
entry	Albaras	0	
orth	Albaras		
entry	Albâtre	0	
orth	Albâtre		
entry	Albide	0	
orth	Albide		
term	Couche albide profonde de la peau		
ref	Peau		
entry	Albinisme	0	
orth	Albinisme		
entry	Albinos	0	
orth	Albinos		
ref	Albinisme		
entry	Albiperle	0	
orth	Albiperle		
entry	Albizzie	0	
orth	Albizzie		
foreign	Albizzia	lat	
ref	Moucenna		
entry	Albuginé	0	
orth	Albuginé		
term	Fibre albuginée		
term	Tissus albuginés		
term	tissus blancs		
ref	Rétraction		
term	Tunique albuginée de l’œil		
term	Tunique albuginée du testicule		
entry	Albuginée	0	
orth	Albuginée		
term	Albuginée de l’épididyme		
entry	Albugineux	0	
orth	Albugineux		
entry	Albuginite	0	
orth	Albuginite		
ref	Sarcocèle		
entry	Albugo	0	
orth	Albugo		
entry	Albumètre	1	
orth	Albumètre		
pb	39	0049	
entry	Albuminate	0	
orth	Albuminate		
term	Albuminate de fer		
entry	Albumine	0	
orth	Albumine		
term	albumina		
term	Albumine de l’œuf ou		
ref	Contrepoison		
entry	Albumineux	0	
orth	Albumineux		
term	Aliments albumineux		
ref	Aliment		
term	Cataracte albumineuse		
term	Eau albumineuse		
ref	Eau		
term	Exsudats albumineux		
ref	Exsudat		
term	Matière albumineuse		
ref	Albumine		
term	Néphrite albumineuse, Urines albumineuses		
ref	Albuminurie		
entry	Albuminimètre	0	
orth	Albuminimètre		
term	Albuminimètre d’Esbach		
term	Albuminimètre de Riegler		
entry	Albuminoïde	1	
orth	Albuminoïde		
term	Matières albuminoïdes		
pb	40	0050	
entry	Albuminose	0	
orth	Albuminose		
ref	Bioxyprotéine		
ref	Peptoxe		
entry	Albuminurie	0	
orth	Albuminurie		
ref	Mal		
ref	Néphrite		
term	Albuminurie intermittente cyclique		
term	maladie de Pavy		
term	Albuminurie minima		
term	Albuminurie orthostatique		
term	Albuminurie physiologique		
entry	Albuminurique	0	
orth	Albuminurique		
entry	Albumoses	1	
orth	Albumoses		
pb	41	0051	
ref	Albumosurie		
entry	Albumosurie	0	
orth	Albumosurie		
term	propeptonurie		
entry	Alcalescence	0	
orth	Alcalescence		
ref	Ubine		
entry	Alcalescent	0	
orth	Alcalescent		
ref	Urine		
entry	Alcali	0	
orth	Alcali		
term	Alcali animal		
ref	Ammoniaque		
term	Alcali caustique		
term	Alcali déliquescent		
term	Alcali effervescent		
term	Alcali fixe		
term	Alcali marin		
term	alcali minéral		
term	Alcali végétal		
term	Alcali volatil		
ref	Ammoniaque		
entry	Alcalin	0	
orth	Alcalin		
ref	Alcali		
entry	Alcalin	0	
orth	Alcalin		
term	alcalimis		
term	Bain alcalin		
ref	Bain		
term	Eau alcaline		
ref	Eau		
ref	Eau		
term	Esprit alcalin		
term	Lotion alcaline		
ref	Lotion		
term	Tablette alcaline		
ref	Tablette		
term	Teinture alcaline de Stahl		
ref	Azotate		
entry	Alcalinisme	0	
orth	Alcalinisme		
entry	Alcalinité	0	
orth	Alcalinité		
ref	Alcali		
ref	Base		
ref	Urine		
entry	Alcaliser	0	
orth	Alcaliser		
entry	Alcaloïde	0	
orth	Alcaloïde		
term	Alcaloïdes azotés ou animaux		
entry	Alcaloïmétrie	0	
orth	Alcaloïmétrie		
entry	Alcanna	0	
orth	Alcanna		
ref	Henné		
ref	Obcanetth		
entry	Alcaptone	0	
orth	Alcaptone		
entry	Alcaptonurie	0	
orth	Alcaptonurie		
entry	Alcarsine	0	
orth	Alcarsine		
ref	Kukodyle		
entry	Alcée	0	
orth	Alcée		
entry	Alchimille, Alchemille	0	
orth	Alchimille		
orth	Alchemille		
entry	Alchornée	0	
orth	Alchornée		
entry	Alcmelle	0	
orth	Alcmelle		
ref	Acmelle		
entry	Alcool	1	
orth	Alcool		
pb	42	0052	
entry	Alcoolat	0	
orth	Alcoolat		
term	Alcool absolu		
term	Alcool phéniqué		
ref	Phénique		
term	Alcool deromarin		
ref	Romarin		
term	Alcool de vin, éthylique, ordinaire, vinique		
term	esprit de vin		
ref	Eau-de-vie		
ref	Alcoolique		
ref	Alcoolisme		
entry	Alcoolat	1	
orth	Alcoolat		
pb	43	0053	
term	Alcoolat de citron		
ref	Citron		
term	Alcoolat de menthe		
ref	Menthe		
term	Alcoolat de miel		
ref	Eau		
entry	Alcoolate	0	
orth	Alcoolate		
term	Alcoolate de chloral		
ref	Chloral		
entry	Alcoolature	0	
orth	Alcoolature		
entry	Alcoolé	0	
orth	Alcoolé		
term	Alcoolé de guaco		
ref	Guaco		
term	Alcoolé de safran		
ref	Safran		
entry	Alcoolimétrie	0	
orth	Alcoolimétrie		
ref	Alcoolomètre		
entry	Alcoolique	0	
orth	Alcoolique		
term	Un alcoolique		
entry	Alcoolique	0	
orth	Alcoolique		
foreign	alcoolicus	lat	
term	Boisson alcoolique		
ref	Boisson		
term	Délire alcoolique		
ref	Alcoolisme		
ref	Delirium tremens		
term	Extrait alcoolique		
ref	Extrait		
term	Fermentation alcoolique		
ref	Fermentation		
term	Intoxication alcoolique aiguë		
ref	Alcoolisme		
term	Intoxication alcoolique chronique		
ref	Alcoolisme		
term	Liqueurs alcooliques		
term	Médicaments alcooliques		
term	Teinture alcoolique		
ref	Teinture		
entry	Alcoolisé	0	
orth	Alcoolisé		
term	Bandage alcoolisé		
ref	Gélatine		
entry	Alcoolisme	1	
orth	Alcoolisme		
pb	44	0054	
entry	Alcoolotif	0	
orth	Alcoolotif		
entry	Alcoomel	0	
orth	Alcoomel		
entry	Alcoomellé	0	
orth	Alcoomellé		
