object			
volume	37020d	Littré-Robin (1865-1873)	1873
entry	Acétolature	0	
orth	Acétolature		
foreign	EsSigauszug	deu	
entry	Acétolé	0	
orth	Acétolé		
foreign	acetolea	lat	
foreign	Essig auflosung	deu	
entry	Acétolique	0	
orth	Acétolique		
entry	Acétolotif	0	
orth	Acétolotif		
entry	Acétomel	0	
orth	Acétomel		
entry	Acétomellé	0	
orth	Acétomellé		
foreign	acetomellia	lat	
foreign	Sauerhonig	deu	
entry	Acétone	0	
orth	Acétone		
foreign	acetonum	lat	
foreign	Aceton	deu	
foreign	Brenzessiggeist	deu	
entry	Acetonitrile	0	
orth	Acetonitrile		
ref	Valéronitrile		
entry	Acétoselle	0	
orth	Acétoselle		
term	Oxalis acetosella		
entry	Acétosité	0	
orth	Acétosité		
entry	Acétyle	0	
orth	Acétyle		
term	Hydrure d’acétyle		
ref	Hydrogène		
entry	Acétylène	1	
orth	Acétylène		
foreign	ditétryle	lat	
pb	0018	0032	
entry	Acétylure	0	
orth	Acétylure		
term	Âcétylure cuivreux		
term	Acétylure d’argent		
entry	Acétylurée	0	
orth	Acétylurée		
ref	Urée		
entry	Achaine	0	
orth	Achaine		
ref	Akène		
entry	Ache	0	
orth	Ache		
foreign	Petresilie	deu	
foreign	smallage	eng	
foreign	appio	ita	
foreign	Apium graveolens (L.)	lat	
ref	Sirop		
term	Ache d’eau		
ref	Berle		
term	Ache livèche		
ref	Livèche		
entry	Achéirie	0	
orth	Achéirie		
ref	Achirie		
entry	Acheminé	0	
orth	Acheminé		
entry	Achène	0	
orth	Achène		
ref	Akène		
entry	Achevé	0	
orth	Achevé		
entry	Achilie, Acheilie	0	
orth	Achilie		
orth	Acheilie		
entry	Achille	0	
orth	Achille		
ref	Tendon		
entry	Achillée	0	
orth	Achillée		
entry	Achilléique	0	
orth	Achilléique		
term	Acide achilléique		
entry	Achirie	0	
orth	Achirie		
entry	Achlys	0	
orth	Achlys		
entry	Acholie	0	
orth	Acholie		
entry	Achores	0	
orth	Achores		
foreign	Achor	deu	
foreign	achores	eng	
foreign	acori	ita	
foreign	lattime	ita	
foreign	ἀχῶρες	grc	
ref	Impétigo		
entry	Achorèse	0	
orth	Achorèse		
foreign	achoresis	lat	
entry	Achorion	0	
orth	Achorion		
ref	Faveux		
entry	Achoriste	0	
orth	Achoriste		
entry	Achroma	0	
orth	Achroma		
entry	Achromasie	0	
orth	Achromasie		
foreign	coloris defectus	lat	
foreign	Farblosigkeit	deu	
foreign	achromasia	eng	
entry	Achromateux	0	
orth	Achromateux		
term	Teigne achromateuse		
ref	Trichophyton		
entry	Achromatie	0	
orth	Achromatie		
term	Achromatie de l’œil		
ref	Chromatie		
entry	Achromatique	0	
orth	Achromatique		
foreign	achromaticus	lat	
ref	Lentille		
entry	Achromatisation	0	
orth	Achromatisation		
ref	Achromatisme		
entry	Achromatisme	0	
orth	Achromatisme		
foreign	achromatismus	lat	
ref	Microscope		
entry	Achromatopsie	0	
orth	Achromatopsie		
entry	Achrqnizoïque	0	
orth	Achrqnizoïque		
entry	Achylie, Achylose	0	
orth	Achylie		
orth	Achylose		
entry	Achymose	0	
orth	Achymose		
entry	Acichloride	0	
orth	Acichloride		
ref	Chloroxycarbonique		
entry	Aciculaire	0	
orth	Aciculaire		
foreign	acicularis	lat	
foreign	nadelförmig	deu	
foreign	acicular	eng	
foreign	litofito	ita	
entry	Aciculé	0	
orth	Aciculé		
foreign	aciculatus	lat	
pb	0019	0033	
entry	Acide	0	
orth	Acide		
foreign	acidum	lat	
foreign	Säure	deu	
foreign	acid	eng	
foreign	acido	ita	
foreign	acido	spa	
ref	Oxyde		
term	Acide conjugué		
term	Acides gras		
ref	Gras		
entry	Acide	0	
orth	Acide		
term	Fermentation acide		
ref	Fermentation		
entry	Acidifiable	0	
orth	Acidifiable		
foreign	säuerung s fähig	lat	
entry	Acidifiant	0	
orth	Acidifiant		
ref	Alcali		
ref	Base		
entry	Acidification	0	
orth	Acidification		
foreign	Säuerung	deu	
ref	Acide		
entry	Acidifié	0	
orth	Acidifié		
entry	Acidimétrie	0	
orth	Acidimétrie		
ref	Oxymétrie		
entry	Acidité	0	
orth	Acidité		
foreign	acor	lat	
foreign	aciditas	lat	
foreign	Säure	deu	
foreign	acidity	eng	
foreign	acidezza	ita	
foreign	acidez	spa	
foreign	ὀξύτης	grc	
ref	Acide		
ref	Base		
term	Acidité des premières voies		
ref	Aigreur		
entry	Acido-basigène	0	
orth	Acido-basigène		
ref	Amphigène		
entry	Acidostéophyte	0	
orth	Acidostéophyte		
entry	Acidule	0	
orth	Acidule		
foreign	acidulus	lat	
foreign	säuerlich	deu	
foreign	acidulate	eng	
foreign	acidetto	ita	
foreign	agretto	ita	
ref	Eau		
ref	Eau		
term	Fruits et plantes acidulés		
term	Acidule		
entry	Acidulé	0	
orth	Acidulé		
foreign	acidulatus	lat	
entry	Acidum pingue	0	
orth	Acidum pingue		
entry	Acier	1	
orth	Acier		
foreign	chalybs	lat	
foreign	Stahl	deu	
foreign	sleeï	eng	
foreign	acciaio	ita	
foreign	acero	spa	
foreign	χάλυψ	grc	
pb	0020	0034	
term	Cémentation de l’acier		
ref	Cémentation		
term	Trempage de l’acier		
term	Baume d’acier		
ref	Baume		
entry	Aciération	0	
orth	Aciération		
foreign	chalybeatio	lat	
entry	Aciéré	0	
orth	Aciéré		
entry	Aciésie	0	
orth	Aciésie		
ref	Acyésie		
entry	Acinaciforme	0	
orth	Acinaciforme		
foreign	acinacifor mis	lat	
entry	Acine, Acinus	0	
orth	Acine		
orth	Acinus		
foreign	acinus	lat	
ref	Foie		
entry	Acinésiatrophie	0	
orth	Acinésiatrophie		
entry	Acinésie	0	
orth	Acinésie		
foreign	acinesia	lat	
foreign	ἀκινησία	grc	
entry	Acinétique	0	
orth	Acinétique		
entry	Acineux	0	
orth	Acineux		
term	Glande acineuse		
ref	Acine		
ref	Glande		
entry	Acini	0	
orth	Acini		
ref	Acine		
entry	Aciniforme	0	
orth	Aciniforme		
foreign	aciniformis	lat	
foreign	acinosus	lat	
entry	Aclaste	0	
orth	Aclaste		
entry	Acmastique	0	
orth	Acmastique		
foreign	acmasticus	lat	
entry	Acmé	0	
orth	Acmé		
foreign	Acné	deu	
foreign	Finnenausschlag	deu	
foreign	acne	eng	
foreign	acné	ita	
term	Acmé molluscoïde, varioliforme		
ref	Sébacé		
entry	Acmelle	0	
orth	Acmelle		
foreign	Spilanthus acmella (L.)	lat	
entry	Acné	0	
orth	Acné		
ref	Acmé		
entry	Acognosie	0	
orth	Acognosie		
entry	Acologie, Akologie	0	
orth	Acologie		
orth	Akologie		
entry	Acomie	0	
orth	Acomie		
entry	Aconit	0	
orth	Aconit		
foreign	aconitum	lat	
foreign	Eisenhut	deu	
foreign	aconile	eng	
foreign	monkshood	eng	
foreign	wolfs bane	eng	
foreign	aconito	ita	
foreign	aconito	spa	
term	L’aconit napel		
term	napel		
ref	Thora		
entry	Aconitate	0	
orth	Aconitate		
ref	Équisétate		
entry	Aconitine	0	
orth	Aconitine		
entry	Aconitique	0	
orth	Aconitique		
term	Acide aconitique		
entry	Acope	0	
orth	Acope		
foreign	acopus	lat	
foreign	ἄκοπος	grc	
entry	Acore, Acorus calamus, Acorus verus	0	
orth	Acore		
orth	Acorus calamus		
orth	Acorus verus		
ref	Canne		
entry	Acorée	0	
orth	Acorée		
entry	Acoroïdées, Acoracées	0	
orth	Acoroïdées		
orth	Acoracées		
pb	0021	0035	
entry	Acosmie	0	
orth	Acosmie		
foreign	acosmia	lat	
entry	Acotylé, Acotylée	0	
orth	Acotylé		
orth	Acotylée		
entry	Acotylédoné	0	
orth	Acotylédoné		
foreign	samenlappenlos	deu	
term	Plantes acotylédonées		
term	acotylédones		
ref	Cellule		
ref	Multiplication		
ref	Scission		
ref	Conidie		
ref	Archégone		
ref	Métagenèse		
ref	Anthéridie		
entry	Acotylédones	0	
orth	Acotylédones		
ref	Acotylédoné		
entry	Acotylédonie	0	
orth	Acotylédonie		
ref	Acotylédoné		
entry	Acoumètre	0	
orth	Acoumètre		
entry	Acousmate	0	
orth	Acousmate		
foreign	ἄκουσμα	grc	
entry	Acousmétrique, Acousmométrique	0	
orth	Acousmétrique		
orth	Acousmométrique		
entry	Acoustico-malléen	0	
orth	Acoustico-malléen		
ref	Oreille		
entry	Acoustique	0	
orth	Acoustique		
foreign	Akustik	deu	
foreign	acustics	eng	
foreign	acustica	ita	
foreign	acustica	spa	
ref	Conduit		
ref	Auditif		
term	Baume acoustique		
ref	Baume		
term	Cornets acoustiques		
ref	Cornet		
term	Eau acoustique		
ref	Acoustique		
term	Remèdes acoustiques		
entry	Acquetta	0	
orth	Acquetta		
entry	Acquis	0	
orth	Acquis		
foreign	adventitius	lat	
foreign	acquisito	lat	
entry	Acquisivité	0	
orth	Acquisivité		
ref	Craniologie		
entry	Acranie	0	
orth	Acranie		
foreign	acrania	lat	
entry	Acrasie	0	
orth	Acrasie		
foreign	acrasia	lat	
entry	Acratie	0	
orth	Acratie		
foreign	acratia	lat	
entry	Âcre	0	
orth	Âcre		
foreign	acer	lat	
foreign	scharf	deu	
foreign	acrid	eng	
foreign	acre	ita	
foreign	acre	spa	
term	Saveur âcre		
ref	Chaleur		
ref	Acrimonie		
entry	Âcreté	0	
orth	Âcreté		
ref	Acrimonie		
entry	Acribomètre	0	
orth	Acribomètre		
entry	Acridophages	0	
orth	Acridophages		
entry	Acrimonie	0	
orth	Acrimonie		
foreign	acrimonia	lat	
foreign	Schärfe	deu	
foreign	acrimony	eng	
foreign	acrezza	ita	
foreign	acrità	ita	
entry	Acrinie	0	
orth	Acrinie		
entry	Acrisie	0	
orth	Acrisie		
foreign	Krisenmangel	deu	
entry	Acrobystiolithe	0	
orth	Acrobystiolithe		
entry	Acrobystite, Acrobustite	0	
orth	Acrobystite		
orth	Acrobustite		
entry	Acrochordon	0	
orth	Acrochordon		
foreign	acrochordon	lat	
foreign	Saitenwarze	deu	
foreign	ἀκροχορδὼν	grc	
pb	0022	0036	
entry	Acrodynie	0	
orth	Acrodynie		
foreign	acrodynia	lat	
foreign	Acrodynia	deu	
foreign	acrodynia	eng	
foreign	acrodinia	ita	
entry	Acrogène	0	
orth	Acrogène		
ref	Cryptogame		
entry	Acroléine	0	
orth	Acroléine		
entry	Acromial	0	
orth	Acromial		
foreign	acromialis	lat	
term	Artère acromiale		
term	Veine acromiale		
entry	Acromio-claviculaire	0	
orth	Acromio-claviculaire		
entry	Acromio-coracoïdien	0	
orth	Acromio-coracoïdien		
entry	Acromio-thoracique	0	
orth	Acromio-thoracique		
entry	Acromion	0	
orth	Acromion		
foreign	acromium	lat	
foreign	ἀκρώμιον	grc	
ref	Omoplate		
entry	Acromphale	0	
orth	Acromphale		
entry	Acroposthie	0	
orth	Acroposthie		
entry	Acroposthite	0	
orth	Acroposthite		
entry	Acrosabque	0	
orth	Acrosabque		
entry	Acrotériasme	0	
orth	Acrotériasme		
foreign	acroteriasmus	lat	
entry	Acrotériose	0	
orth	Acrotériose		
entry	Acrothymion	0	
orth	Acrothymion		
ref	Papilloma		
entry	Acta	0	
orth	Acta		
entry	Acte	0	
orth	Acte		
term	Acte morbide réflexe		
ref	Réflexe		
term	Acte sexuel ou vénérien		
ref	Coït		
term	Acte d’ordre organique ou vital		
ref	Vital		
term	Association des actes de l’économie		
ref	Association		
entry	Actée des Alpes	0	
orth	Actée des Alpes		
foreign	Actœa Spicata (L.)	lat	
entry	Actif	0	
orth	Actif		
foreign	activus	lat	
foreign	wirksam	deu	
foreign	thätig	deu	
foreign	active	eng	
foreign	attivo	ita	
foreign	activa	spa	
foreign	δραστικὸς	grc	
term	Corps moléculairement actif		
ref	Rotatoire		
term	Organes actifs de la locomotion		
term	Sensations actives		
term	Traitement actif		
term	remède actif		
term	Vie active		
term	Hémorrhagies actives		
entry	Actinenchyme	0	
orth	Actinenchyme		
entry	Actinie	0	
orth	Actinie		
entry	Actinobolisme	0	
orth	Actinobolisme		
entry	Actinophryen	0	
orth	Actinophryen		
ref	Infusoire		
entry	Actinophthalme	0	
orth	Actinophthalme		
foreign	oculus radians	lat	
foreign	oculus lucens	lat	
ref	Synchysis		
entry	Actinostéophyte	0	
orth	Actinostéophyte		
foreign	osteophytum radiatum	lat	
entry	Action	1	
orth	Action		
foreign	actio	lat	
foreign	Wirkung	deu	
foreign	act	eng	
foreign	action	eng	
foreign	azione	ita	
pb	0023	0037	
ref	Organique		
ref	Vital		
term	Action cérébrale		
ref	Fonction		
term	Action de contact		
ref	Catalyse		
ref	Électricité		
term	Action diastaltique		
ref	Diastaltique		
term	Action moléculaire		
ref	Moléculaire		
term	Action de présence		
ref	Catalyse		
term	Action réflexe		
ref	Réflexe		
term	Loi d’intermittence d’action		
ref	Animalité		
ref	Imitation		
entry	Activité	0	
orth	Activité		
foreign	activitas	lat	
foreign	Thätigkeit	deu	
foreign	activity	eng	
foreign	attività	ita	
foreign	ἐνέργεια	grc	
ref	Vie		
term	Activité plastique		
ref	Plastique		
term	Loi d’activité pratique		
ref	Socialité		
term	Sensation d’activité musculaire		
ref	Sensation		
entry	Actuel	0	
orth	Actuel		
foreign	actualis	lat	
foreign	actual	eng	
foreign	attuale	ita	
foreign	actual	spa	
term	Cautère actuel		
ref	Cautère		
term	État actuel		
ref	État		
entry	Acuité	0	
orth	Acuité		
foreign	acutezza	ita	
foreign	ὀξύτης	grc	
entry	Acuminé	0	
orth	Acuminé		
foreign	acuminatus	lat	
foreign	zugespitzt	deu	
entry	Acuophonie, Acouophonie	0	
orth	Acuophonie		
orth	Acouophonie		
entry	Acupressure	0	
orth	Acupressure		
entry	Acupuncture	0	
orth	Acupuncture		
foreign	Nadelstich	deu	
foreign	acupuncture	eng	
foreign	agopuntura	ita	
foreign	acupuntura	spa	
ref	Électropuncture		
entry	Acutangulé	0	
orth	Acutangulé		
foreign	acute-angulatus	lat	
entry	Acuténacle	0	
orth	Acuténacle		
entry	Acyanoblepsie	0	
orth	Acyanoblepsie		
foreign	acyanoblepsia	lat	
entry	Acyclie	0	
orth	Acyclie		
entry	Acyésie	0	
orth	Acyésie		
entry	Acystie	0	
orth	Acystie		
entry	Acystinervie	0	
orth	Acystinervie		
entry	Adagrégé	0	
orth	Adagrégé		
ref	Individu		
entry	Adamantin	0	
orth	Adamantin		
term	Croûte		
term	couche adamantine des dents		
term	Éclat adamantin		
ref	Diamant		
entry	Adamique	0	
orth	Adamique		
entry	Adansonia digitata	0	
orth	Adansonia digitata		
ref	Baobab		
entry	Adansonine	0	
orth	Adansonine		
ref	Baobab		
entry	Adaptation	0	
orth	Adaptation		
ref	Accommodation		
entry	Adarticulation	0	
orth	Adarticulation		
ref	Abréviation		
entry	Addéphagie, Adéphagie	0	
orth	Addéphagie		
orth	Adéphagie		
entry	Addison	0	
orth	Addison		
term	Maladie d’Addison		
ref	Bronzé		
entry	Adducteur	1	
orth	Adducteur		
foreign	adductor	lat	
foreign	Anzieher	deu	
foreign	adductor	eng	
foreign	adduttore	ita	
foreign	aductor	spa	
term	Adducteurs de la cuisse		
term	Adducteur du petit doigt		
term	Adducteur de l’œil		
ref	Droit		
pb	0024	0038	
term	Adducteur du gros orteil		
term	Adducteur du pouce		
entry	Adduction	0	
orth	Adduction		
foreign	adductio	lat	
foreign	Anziehen	deu	
foreign	adduction	eng	
foreign	adduzione	ita	
foreign	adduccion	spa	
ref	Abduction		
entry	Adélide	0	
orth	Adélide		
ref	Transpiration		
entry	Adéliparie	0	
orth	Adéliparie		
entry	Adelphe	0	
orth	Adelphe		
term	Étamines adelphes		
ref	Adelphie		
entry	Adelphie	0	
orth	Adelphie		
entry	Adémonie	0	
orth	Adémonie		
entry	Adénalgie	0	
orth	Adénalgie		
foreign	adenalgia	lat	
entry	Adénectopie	0	
orth	Adénectopie		
entry	Adénemphraxie	0	
orth	Adénemphraxie		
foreign	obstructio glandularum	lat	
entry	Adénie	0	
orth	Adénie		
ref	Lvmphadénome		
entry	Adénisation	0	
orth	Adénisation		
entry	Adénite	0	
orth	Adénite		
foreign	adenitis	lat	
foreign	Drüsenentzündung	deu	
foreign	adenitis	eng	
term	Adénite cervicale syphilitique		
term	Adénite meibomienne		
ref	Paupière		
entry	Adénochirapsologie	0	
orth	Adénochirapsologie		
entry	Adénodiastase	0	
orth	Adénodiastase		
entry	Adénographie	0	
orth	Adénographie		
entry	Adénoïde	0	
orth	Adénoïde		
foreign	adenoides	lat	
term	Corpora seu plasmata adenoidea		
term	Corps adénoïde		
term	Tissus et tumeurs adénoïdes		
ref	glandulaire		
entry	Adénologadite	0	
orth	Adénologadite		
entry	Adénologie	0	
orth	Adénologie		
entry	Adénolymphatocèle	0	
orth	Adénolymphatocèle		
ref	Lymphatocèle		
entry	Adénomalacie	0	
orth	Adénomalacie		
entry	Adénome	0	
orth	Adénome		
ref	Glandulaire		
entry	Adéno-méningé	0	
orth	Adéno-méningé		
ref	Fièvre		
entry	Adénoncose	0	
orth	Adénoncose		
entry	Adéno-nerveux	0	
orth	Adéno-nerveux		
ref	Fièvre		
entry	Adénopathie	0	
orth	Adénopathie		
ref	Adénite		
entry	Adéno-pharyngien	0	
orth	Adéno-pharyngien		
term	Muscle adéno-pharyngien		
entry	Adéno-pharyngite	0	
orth	Adéno-pharyngite		
entry	Adénophthalmie	0	
orth	Adénophthalmie		
entry	Adénosclérose	0	
orth	Adénosclérose		
entry	Adenoses	0	
orth	Adenoses		
entry	Adénosynchitonite	0	
orth	Adénosynchitonite		
entry	Adénotomie	0	
orth	Adénotomie		
entry	Adéphagie	0	
orth	Adéphagie		
ref	Addéphagie		
entry	Adepte	0	
orth	Adepte		
ref	Alchimie		
entry	Adhérence	1	
orth	Adhérence		
foreign	adhœrentia	lat	
foreign	Verwachsensein	deu	
foreign	Verwachsung	deu	
foreign	adhesion	eng	
foreign	aderenza	ita	
foreign	adherentia	spa	
foreign	σύμφυσις	grc	
pb	0025	0039	
term	Adhérence Péricardique		
ref	Ventriculaire		
entry	Adhérent	0	
orth	Adhérent		
foreign	adhœrens	lat	
entry	Adhésif	0	
orth	Adhésif		
foreign	adhœrens	lat	
term	Emplâtre adhésif		
ref	Emplâtre		
term	Inflammation adhésine		
ref	Inflammation		
ref	Naissance		
term	Phlébite adhésine		
ref	Phlébite		
entry	Adhésion	0	
orth	Adhésion		
foreign	adhœsio	lat	
foreign	Adhaesion	deu	
foreign	adhesion	eng	
foreign	aderenza attrattiva	ita	
entry	Adhésivité	0	
orth	Adhésivité		
entry	Adiantacées	0	
orth	Adiantacées		
entry	Adiante	0	
orth	Adiante		
foreign	adiantum	lat	
foreign	aiiww	lat	
foreign	Krulfarn	deu	
foreign	Adiante	deu	
foreign	adiantum	eng	
foreign	maiden-hair	eng	
foreign	adianto	ita	
foreign	capelvmere	ita	
ref	Capillaire		
entry	Adiaphorèse	0	
orth	Adiaphorèse		
entry	Adiaphorétique	0	
orth	Adiaphorétique		
term	Esprit adiaphor étique		
ref	Esprit		
entry	Adiapneustie	0	
orth	Adiapneustie		
entry	Adiarrhée	0	
orth	Adiarrhée		
foreign	adiarrhœa	lat	
entry	Adiathésique	0	
orth	Adiathésique		
foreign	adiatesico	ita	
term	Maladies adiathésiques		
entry	Adipate	0	
orth	Adipate		
ref	Adipique		
entry	Adipeux	0	
orth	Adipeux		
foreign	fettartig	deu	
foreign	fetticht	deu	
foreign	adipose	eng	
foreign	adiposo	ita	
foreign	adiposo	spa	
term	Tissu adipeux		
ref	Lamineux		
term	Ligament adipeux		
term	Substitution adipeuse		
ref	Substitution		
term	Tumeurs adipeuses		
ref	Cholesteatome		
ref	Lipome		
entry	Adipique	0	
orth	Adipique		
term	Acide adipique		
term	Ether adipique		
entry	Adipocire	0	
orth	Adipocire		
foreign	Fettwachs	deu	
foreign	adipocere	eng	
foreign	adipocera	ita	
foreign	adipocera	spa	
ref	Cétine		
ref	Gras		
entry	Adipociriforme	0	
orth	Adipociriforme		
term	Tumeurs adipocmformes		
entry	Adipome	0	
orth	Adipome		
entry	Adipsie	0	
orth	Adipsie		
foreign	adipsia	lat	
entry	Adjuvant	1	
orth	Adjuvant		
foreign	adjuvans	lat	
foreign	adjumentum	lat	
foreign	Hülfsmitlel	deu	
foreign	adjutorium	eng	
pb	0026	0040	
foreign	adjuvante	ita	
foreign	adyuvante	spa	
entry	Adjuvat	0	
orth	Adjuvat		
entry	Adminicule	0	
orth	Adminicule		
foreign	adminiculum	lat	
entry	Adné	0	
orth	Adné		
foreign	adnatus	lat	
foreign	angewachsen	deu	
foreign	adnate	eng	
entry	Adolescence	0	
orth	Adolescence		
foreign	adolescentia	lat	
foreign	Jünglingsalter	deu	
foreign	adolescency	eng	
foreign	adolescenza	ita	
foreign	odolescencia	spa	
entry	Adonide, Adonis	0	
orth	Adonide		
orth	Adonis		
foreign	Ἀδῶνις	grc	
entry	Adoucissant	0	
orth	Adoucissant		
foreign	demulcens	lat	
foreign	mildernd	deu	
foreign	lenitive	deu	
foreign	addolcitivo	ita	
foreign	θελκτικὸς	grc	
term	Gargarisme adoucissant		
ref	Gargarisme		
entry	Adragant	0	
orth	Adragant		
foreign	Tragant	deu	
foreign	tragacanth	eng	
foreign	adragante	ita	
foreign	dragante	ita	
entry	Adraganthine	0	
orth	Adraganthine		
foreign	Tragantstoff	deu	
ref	Arabine		
entry	Adstite	0	
orth	Adstite		
term	Adstites conglomérées		
ref	Glande		
entry	Adulte	0	
orth	Adulte		
foreign	adultus	lat	
foreign	erwachsen	deu	
foreign	erwachsener	deu	
foreign	adult	eng	
foreign	adulto	ita	
foreign	adulto	spa	
term	Age adulte		
term	Adulte		
entry	Adultération	0	
orth	Adultération		
foreign	adulteratio	lat	
foreign	Verfälschung	deu	
foreign	adultération	eng	
foreign	aclulteramento	ita	
foreign	alterazione	ita	
entry	Aduste	0	
orth	Aduste		
foreign	adustus	lat	
foreign	verbrannt	deu	
foreign	adust	eng	
foreign	adusto	ita	
foreign	aobruciato	ita	
entry	Adustion	0	
orth	Adustion		
foreign	adustio	lat	
foreign	Brennen	deu	
foreign	Anbrennen	deu	
foreign	adustion	eng	
foreign	adustione	ita	
entry	Adventice	0	
orth	Adventice		
foreign	adventitius	lat	
foreign	hinzukommend	deu	
foreign	adventitious	eng	
foreign	adventizio	ita	
term	Membrane adventice		
term	kyste adventice ou adventif		
entry	Adventif	0	
orth	Adventif		
entry	Adynamico-ataxique	0	
orth	Adynamico-ataxique		
entry	Adynamie	0	
orth	Adynamie		
foreign	adynamia	lat	
foreign	Schwäche	deu	
foreign	Kraftlosigkeit	deu	
foreign	adynamia	eng	
foreign	adinamia	ita	
foreign	adinamia	spa	
foreign	ἀδυναμία	grc	
term	Adynamies		
ref	Collapsus		
entry	Adynamique	0	
orth	Adynamique		
foreign	adynamicus	lat	
ref	Putridité		
entry	Ædœite	0	
orth	Ædœite		
foreign	œdœitis	lat	
entry	Ædœoblennorrhée	0	
orth	Ædœoblennorrhée		
entry	Ædœodynie	0	
orth	Ædœodynie		
